"Cluster","PrimaryKeyword","SecondaryKeywords","SearchIntent","Audience","FunnelStage","DifficultyEst","TrafficPotential","RecommendedURL","ToolURL","InternalLinks","WordCountTarget","Priority","Status","Id"
"Best-of","best invoice generators for healthcare administrators","top invoice generators healthcare administrators; healthcare administrators pdf tools","Commercial","healthcare administrators","MOFU","Medium","Medium","/guides/best-invoice-generators-for-healthcare-administrators","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","12"
"Best-of","best invoice generators for hr teams","top invoice generators hr teams; hr teams pdf tools","Commercial","hr teams","MOFU","Medium","Medium","/guides/best-invoice-generators-for-hr-teams","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","13"
"Best-of","best invoice generators for insurance agents","top invoice generators insurance agents; insurance agents pdf tools","Commercial","insurance agents","MOFU","Medium","Medium","/guides/best-invoice-generators-for-insurance-agents","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","14"
"Best-of","best invoice generators for journalists","top invoice generators journalists; journalists pdf tools","Commercial","journalists","MOFU","Medium","Medium","/guides/best-invoice-generators-for-journalists","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","15"
"Best-of","best invoice generators for lawyers","top invoice generators lawyers; lawyers pdf tools","Commercial","lawyers","MOFU","Medium","Medium","/guides/best-invoice-generators-for-lawyers","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","16"
"Best-of","best invoice generators for librarians","top invoice generators librarians; librarians pdf tools","Commercial","librarians","MOFU","Medium","Medium","/guides/best-invoice-generators-for-librarians","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","17"
"Best-of","best invoice generators for marketers","top invoice generators marketers; marketers pdf tools","Commercial","marketers","MOFU","Medium","Medium","/guides/best-invoice-generators-for-marketers","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","18"
"Best-of","best invoice generators for nonprofits","top invoice generators nonprofits; nonprofits pdf tools","Commercial","nonprofits","MOFU","Medium","Medium","/guides/best-invoice-generators-for-nonprofits","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","19"
"Best-of","best invoice generators for paralegals","top invoice generators paralegals; paralegals pdf tools","Commercial","paralegals","MOFU","Medium","Medium","/guides/best-invoice-generators-for-paralegals","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","20"
"Best-of","best invoice generators for photographers","top invoice generators photographers; photographers pdf tools","Commercial","photographers","MOFU","Medium","Medium","/guides/best-invoice-generators-for-photographers","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","21"
"Best-of","best invoice generators for real estate agents","top invoice generators real estate agents; real estate agents pdf tools","Commercial","real estate agents","MOFU","Medium","Medium","/guides/best-invoice-generators-for-real-estate-agents","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","22"
"Best-of","best invoice generators for recruiters","top invoice generators recruiters; recruiters pdf tools","Commercial","recruiters","MOFU","Medium","Medium","/guides/best-invoice-generators-for-recruiters","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","23"
"Best-of","best invoice generators for remote teams","top invoice generators remote teams; remote teams pdf tools","Commercial","remote teams","MOFU","Medium","Medium","/guides/best-invoice-generators-for-remote-teams","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","24"
"Best-of","best invoice generators for researchers","top invoice generators researchers; researchers pdf tools","Commercial","researchers","MOFU","Medium","Medium","/guides/best-invoice-generators-for-researchers","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","25"
"Best-of","best invoice generators for small business","top invoice generators small business; small business pdf tools","Commercial","small business","MOFU","Medium","Medium","/guides/best-invoice-generators-for-small-business","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","26"
"Best-of","best invoice generators for startups","top invoice generators startups; startups pdf tools","Commercial","startups","MOFU","Medium","Medium","/guides/best-invoice-generators-for-startups","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","27"
"Best-of","best invoice generators for students","top invoice generators students; students pdf tools","Commercial","students","MOFU","Medium","Medium","/guides/best-invoice-generators-for-students","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","28"
"Best-of","best invoice generators for tax preparers","top invoice generators tax preparers; tax preparers pdf tools","Commercial","tax preparers","MOFU","Medium","Medium","/guides/best-invoice-generators-for-tax-preparers","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","29"
"Best-of","best invoice generators for teachers","top invoice generators teachers; teachers pdf tools","Commercial","teachers","MOFU","Medium","Medium","/guides/best-invoice-generators-for-teachers","/compare","/guides/choose-pdf-tool; /guides/pdf-tools","2500-4000","P0","Planned","30"
"Comparison","ocr vs pdf to text","difference; which to use","Commercial","Decision makers","MOFU","Low","Medium","/guides/ocr-vs-pdf-to-text","/compare","/guides/choose-pdf-tool","2500-4000","P0","Planned","41"
"Compress PDF","batch compress pdf files","","Commercial","SMB; professionals","MOFU","Medium","Medium","/guides/batch-compress-pdf","/pdf/compress","/compress-pdf; /research/pdf-compression-benchmark","2500-4000","P0","Planned","43"
"Compress PDF","compress pdf before merge","","Informational","SMB; professionals","MOFU","Medium","Medium","/guides/compress-before-merge-pdf","/pdf/compress","/compress-pdf; /research/pdf-compression-benchmark","3000-5000","P0","Planned","44"
"Compress PDF","compress pdf for blackboard upload","pdf size limit blackboard","Problem-solving","blackboard users","MOFU","Low","Medium","/guides/compress-pdf-for-blackboard","/pdf/compress","/compress-pdf-for-email; /research/attachment-size-limits","2000-3500","P0","Planned","45"
"Compress PDF","compress pdf for canvas upload","pdf size limit canvas","Problem-solving","canvas users","MOFU","Low","Medium","/guides/compress-pdf-for-canvas","/pdf/compress","/compress-pdf-for-email; /research/attachment-size-limits","2000-3500","P0","Planned","46"
"Compress PDF","compress pdf for cloud storage","","Informational","SMB; professionals","MOFU","Medium","Medium","/guides/compress-pdf-cloud-storage","/pdf/compress","/compress-pdf; /research/pdf-compression-benchmark","3000-5000","P0","Planned","47"
"Compress PDF","compress pdf for common-app upload","pdf size common-app","Problem-solving","Applicants","MOFU","Low","Medium","/guides/compress-pdf-common-app","/pdf/compress","/compress-pdf; /pdf-size-checker","2000-3500","P0","Planned","48"
"Compress PDF","compress pdf for digilocker upload","pdf size digilocker","Problem-solving","Applicants","MOFU","Low","Medium","/guides/compress-pdf-digilocker","/pdf/compress","/compress-pdf; /pdf-size-checker","2000-3500","P0","Planned","49"
"Compress PDF","compress pdf for e-filing","reduce pdf e-filing; pdf too large e-filing","Problem-solving","Office workers; applicants","MOFU","Medium","High","/guides/compress-pdf-efiling","/pdf/compress","/compress-pdf; /research/attachment-size-limits; /guides/compress-pdf-guide","2000-3500","P0","Planned","50"
"Compress PDF","compress pdf for gmail upload","pdf size limit gmail","Problem-solving","gmail users","MOFU","Low","Medium","/guides/compress-pdf-for-gmail","/pdf/compress","/compress-pdf-for-email; /research/attachment-size-limits","2000-3500","P0","Planned","52"
"Compress PDF","compress pdf for gst-portal upload","pdf size gst-portal","Problem-solving","Applicants","MOFU","Low","Medium","/guides/compress-pdf-gst-portal","/pdf/compress","/compress-pdf; /pdf-size-checker","2000-3500","P0","Planned","54"
"Compress PDF","compress pdf for home-affairs-australia upload","pdf size home-affairs-australia","Problem-solving","Applicants","MOFU","Low","Medium","/guides/compress-pdf-home-affairs-australia","/pdf/compress","/compress-pdf; /pdf-size-checker","2000-3500","P0","Planned","55"
"Compress PDF","compress pdf for immigration-canada upload","pdf size immigration-canada","Problem-solving","Applicants","MOFU","Low","Medium","/guides/compress-pdf-immigration-canada","/pdf/compress","/compress-pdf; /pdf-size-checker","2000-3500","P0","Planned","56"
"Compress PDF","compress pdf for incometax upload","pdf size incometax","Problem-solving","Applicants","MOFU","Low","Medium","/guides/compress-pdf-incometax","/pdf/compress","/compress-pdf; /pdf-size-checker","2000-3500","P0","Planned","57"
"Compress PDF","compress pdf for indeed upload","pdf size limit indeed","Problem-solving","indeed users","MOFU","Low","Medium","/guides/compress-pdf-for-indeed","/pdf/compress","/compress-pdf-for-email; /research/attachment-size-limits","2000-3500","P0","Published","58"
"Compress PDF","compress pdf for insurance","reduce pdf insurance; pdf too large insurance","Problem-solving","Office workers; applicants","MOFU","Medium","High","/guides/compress-pdf-insurance-claims","/pdf/compress","/compress-pdf; /research/attachment-size-limits; /guides/compress-pdf-guide","2000-3500","P0","Published","59"
"Compress PDF","compress pdf for irctc upload","pdf size irctc","Problem-solving","Applicants","MOFU","Low","Medium","/guides/compress-pdf-irctc","/pdf/compress","/compress-pdf; /pdf-size-checker","2000-3500","P0","Planned","60"
"Compress PDF","compress pdf for linkedin upload","pdf size limit linkedin","Problem-solving","linkedin users","MOFU","Low","Medium","/guides/compress-pdf-for-linkedin","/pdf/compress","/compress-pdf-for-email; /research/attachment-size-limits","2000-3500","P0","Planned","62"
"Compress PDF","compress pdf for linkedin-jobs upload","pdf size linkedin-jobs","Problem-solving","Applicants","MOFU","Low","Medium","/guides/compress-pdf-linkedin-jobs","/pdf/compress","/compress-pdf; /pdf-size-checker","2000-3500","P0","Planned","63"
"Compress PDF","compress pdf for LMS","reduce pdf LMS; pdf too large LMS","Problem-solving","Office workers; applicants","MOFU","Medium","High","/guides/compress-pdf-for-lms","/pdf/compress","/compress-pdf; /research/attachment-size-limits; /guides/compress-pdf-guide","2000-3500","P0","Planned","64"
